AT,V,AP,RH,PE
21.89,63.94,1019.55,55.09,447.74
6.84,41.06,1021.04,89.59,489.96
25.24,71.14,1008.73,79.39,433.3833005
30.38,71.58,1010.17,50.45,433.75
16.91,43.96,1013.32,79.87,465.86
13.75,41.49,1019.9,88.23,470.7266995
22.93,58.2,1017.75,54.09,444.95
6.93,43.13,1018.61,88.31,486.94
20.04,48.92,1011.14,68.92,449.5966995
9.37,42.32,1015.15,82.96,475.8633005
20.76,58.18,1007.8,99.22,447.5433005
31.17,69.51,1010.51,43.11,427.2333005
21.74,70.32,1011.88,85.95,437.4833005
13.24,40.83,1007.9,87.53,470.5133005
21.28,44.05,1005.69,83.2,446.2666995
24.92,63.86,1019.19,59.24,442.6366995
9.37,38.56,1016.84,62.07,482.77
22.03,59.43,1006.88,82.05,441.1933005
25.77,65.48,1018.07,51.47,440.96
23.05,68.67,1006.69,76.43,447.34
31.05,62.7,1009.35,55.27,441.67
19.51,66.51,1015.28,80.75,448.04
22.47,48.6,1002.33,63.23,445.98
15.37,43.67,1011.9,91.48,466.5233005
27.96,68.51,1007.26,63.21,430.3633005
24.73,70.72,1009.82,88.79,439.3
24.43,47.45,1007.68,65.18,444.7433005
25.64,63.87,1017.14,49.25,446.0466995
10.82,39.96,1025.53,95.89,466.8633005
6.79,38.5,1012.61,72.46,490.3966995
20.41,56.03,1019.94,55.85,458.29
31.58,66.54,1003.26,54,431.4366995
22.85,59.15,1014.74,63.92,450.3166995
25.41,68.94,1007.21,69.2,435.2433005
14.41,40.71,1016.78,69.77,468.7166995
3.4,39.64,1011.1,83.43,459.86
28.12,44.89,1009.18,47.14,439.4233005
28.07,70.32,1007.17,67.02,431.9966995
22.61,54.42,1014.74,75.87,452.1533005
22.88,65.48,1017.33,66.26,448.8466995
19.24,56.89,1014.29,72.97,452.64
21.31,58.05,1012.94,88.39,446.76
24.15,64.63,1020.72,58.06,448.87
21.62,58.59,1012.93,67.05,444.2133005
23.84,49.21,1013.85,50.36,448.7966995
19.59,66.54,1012.73,85.84,448.8666995
12.75,39.58,1010.8,77.31,475.1666995
26.68,68.08,1011.41,67.33,433.04
10.63,40.67,1017.13,66.12,484.9766995
20.03,66.86,1013.05,64.59,450.93
18.78,54.2,1012.05,89.25,449.7466995
25.6,56.9,1006.35,81.58,436.1133005
21.29,59.04,1012.49,84.23,447.0766995
6.04,41.14,1027.8,86.4,480.39
15.2,39,1016.1,72.76,462.1733005
19.77,49.39,1019.02,91.03,452.7566995
31.98,73.42,1010.66,60.06,432.2
8.36,40.67,1014.99,73.65,487.3933005
8.68,41.82,1032.83,73.62,476.9033005
11.64,40.1,1015.5,87.05,478.9066995
11.49,44.2,1018.79,91.14,473.8033005
26.2,71.14,1007.92,72.95,429.9933005
30.51,70.79,1004.55,56.05,430.4966995
12.49,38.25,1012.61,83.32,472.3366995
9.42,41.4,1030.38,87.8,474.6966995
28.41,61.47,1008.94,56.56,440.8333005
34.66,74.33,1012,32.19,424.1833005
8.27,40.69,1020.13,86.1,486.6766995
25.38,74.67,1016.61,81.34,437.1166995
25.65,49.3,1003.73,68.48,441.7566995
28.04,74.33,1013.53,48.65,432.92
21.43,46.97,1013.94,61.25,459.3866995
28.25,66.54,1011.02,43.77,439.67
18.51,58.46,1017.21,88.1,448.39
6.58,40.67,1020.18,71.07,493.1333005
24.49,70.79,1005.51,88.65,430.54
9.82,41.04,1026.72,77.28,472.2733005
18.88,65.94,1010.43,85.54,445.61
11.53,41.39,1018.39,85.52,472.7833005
14.69,53.82,1016.54,63.49,463.52
27.33,68.94,1007.04,61.83,430.2533005
17.86,50.88,1015.59,88.28,455.6233005
31.59,58.9,1003.39,47.6,438.8133005
21.13,47.43,1006.97,64.26,448.83
29.72,71.97,1008.6,79.25,432.9266995
29.03,67.79,1010.86,54.03,445.03
8.94,43.13,1014.82,76.66,485.3366995
19.09,43.14,1012.34,45.75,463.3
23.03,54.42,1014.42,74.98,455.4766995
15.15,39.58,1011.94,73.63,468.4866995
25.73,66.54,1010.07,55.97,437.07
32.38,77.24,1007.7,61.15,432.6666995
22.69,64.45,1012.82,45.03,448.9433005
25.03,57.5,1014.96,62.23,449.48
15.46,42.07,1017.9,81.12,459.15
22.72,58.82,1012.54,77.72,446.9633005
8.53,43.14,1012.25,78.88,480.08
16.82,41.66,1010.49,63.14,463.9333005
19.45,58.95,1017.79,93.46,443.3933005
13.72,34.03,1018.57,65.95,470.9566995
9.44,39.82,1013.26,91.55,483.18
22.58,41.54,1013.21,71.33,460.95
16.36,39.99,1008.91,72.48,462.5
29.62,71.8,1011.05,63.13,438.55
26.13,73.21,1002.12,92.02,437.0466995
12.02,39.69,1006.05,84.66,470.17
16.02,44.21,1020.97,85.64,460.8033005
22.9,49.3,1003.45,80.95,441.77
18.81,52.08,1004.43,99.6,450.87
31.26,76.09,1006.66,63.91,432.0666995
10.07,40.92,1021.84,84.18,473.4166995
15.28,44.58,1016.45,83.07,466.2133005
17.29,42.86,1014.38,72.3,462.5633005
14.6,39.31,1011.11,72.52,464.16
18.43,57.76,1016.13,87.34,450.9433005
17.3,43.72,1009.64,77.86,458.2566995
19.84,56.89,1013.23,78.32,446.2133005
29.42,56.9,1006.51,53.6,439.51
14.04,44.21,1021.93,86.12,466.9333005
9.51,40.81,1015.69,82.52,476.9966995
30.29,74.16,1008.77,75.23,429.6833005
14.55,44.84,1023.83,87.6,466.8466995
16.58,38.01,1023.5,60.14,464.03
33.82,73.03,1013.49,42.17,437.5933005
13.73,41.92,1031.01,64.92,464.5833005
21.11,43.43,1010.1,62.62,447.83
24.81,63.94,1018.76,44.51,444.26
26.44,59.15,1013.35,60.71,441.3566995
31.23,66.75,1017.48,36.55,435.6066995
10.15,41.46,1019.56,81.79,481.0266995
20.46,66.05,1014.93,78.51,454.06
21.93,60.84,1018.96,76.8,442.4666995
28.08,73.17,1011.19,73.1,429.0933005
23.63,60.93,1006.41,83.06,441.6066995
14.05,40.69,1015.66,74.39,472.6066995
23.91,50.23,1017.25,68.57,455.41
23.47,51.3,1011.89,74.1,448.65
19.7,51.3,1014.88,88.1,456.6466995
28.14,76.86,1000.7,70.17,432.9733005
32.16,66.25,1008.17,56.88,436.2066995
30.9,73.42,1011.21,65.32,433.44
11.64,40.22,1010.58,80.84,479.2266995
19.48,63.09,1019.28,78.04,449.6
15.89,38.73,1001.45,74.37,467.4666995
23.03,59.04,1011.85,81.24,444.85
15.83,45.01,1013.39,81.9,460.22
4.31,38.5,1011.75,82.08,494.6266995
24.2,68.67,1006.72,78.08,444.09
24.86,63.47,1011.5,71.78,443.3866995
27.77,63.87,1017.97,38.77,445.7666995
29.49,70.98,1007.83,79.08,434.43
20.98,42.23,1012.9,70.7,462.27
27.16,72.58,1009.24,90.26,427.8833005
25.96,68.08,1011.34,71.57,432.82
11.28,42.44,1014.62,99.78,471.6533005
30.36,71.8,1010.9,63.27,439.1066995
25.47,65.34,1015.3,50.31,447.0966995
27.51,73.77,1002.42,90.88,438.6166995
30.02,69.04,1009.68,56.01,442.1966995
10.15,41.62,1015.86,97.4,463.89
28.8,71.77,1006.41,66.03,428.5766995
22.36,51.43,1007.47,87.33,440.8233005
33.67,80.18,1010.83,60.87,433.6966995
8.35,43.52,1022.78,97.34,479.31
24.12,51.43,1006.55,83.77,439.7833005
25.53,71.85,1009.19,74.7,429.5533005
15.26,41.2,1016,76.06,469.6866995
15.36,41.66,1012.41,62.32,464.9933005
12.73,40.27,1005.68,68.77,475.61
27.67,71.64,1004.41,78.14,431.5833005
26.64,73.56,1004.98,93.31,431.2233005
25.09,58.95,1016.99,53.16,444.9666995
13.09,43.67,1012.22,91.91,476.1566995
15.06,41.85,1016.78,88.23,466.72
30.03,70.02,1010.07,64.2,436.88
26.85,69.84,1002.84,81.31,428.2866995
14.13,43.7,1015.94,80.89,470.9866995
12.36,37.73,1021.36,65.45,472.0966995
12.91,40.73,1017.66,93.66,464.61
25.79,63.9,1014.39,60.49,440.9933005
17.28,44.92,1024.39,76.08,457.5533005
15.86,43.02,1012.18,40.33,468.3066995
21.95,60.95,1015.22,75.09,452.0866995
8.4,38.5,1013.67,69.13,484.7933005
26.62,70.36,1005.15,84.99,441.28
20.56,43.79,1015.85,45.7,463.8166995
15.86,49.69,1015.59,87.26,461.1333005
31.01,74.16,1010.89,56.52,436.3466995
22.49,58.82,1009.73,85.19,442.4033005
15.66,43.99,1021.18,88.62,467.57
11.86,40.55,1019.82,91.45,475.0166995
19.12,45.01,1014,59.95,454.9466995
17.27,44.9,1007.85,78.8,454.19
20.24,56.65,1020.72,62.9,457.1966995
28.18,67.17,1006.84,75.55,440.1966995
12.24,41.62,1013.38,90.26,461.23
6.25,39.04,1019.65,71.27,482.4333005
24.27,61.47,1007.84,80.85,450.3666995
22.55,69.84,1006.57,76.29,436.8333005
20.76,58.79,1017.22,78.75,447.07
15.33,37.2,1013.4,78.99,468.5166995
22.12,63.91,1009.61,90.83,449.4766995
16.65,46.18,1010.6,95.69,465.6
30.37,76.09,1006.95,65.93,433.3033005
18.71,53.16,1013.26,82.64,455.7
12.99,40.55,1007.52,94.15,473.8866995
16.8,56.03,1020.65,85.26,461.96
15.49,39,1016.01,71.31,463.9866995
26.08,52.3,1007.03,63.34,442.44
24.18,59.92,1009.88,79.54,440.5566995
27.63,70.17,1000.42,85.22,434.1666995
11.8,45.09,1013.21,89.68,468.8633005
20.7,58.16,1016.73,68.19,451.5133005
10.5,39.28,1016.55,91.75,479.2133005
14.88,41.66,1009.4,67.15,468.55
28.21,73.06,1008.26,86.29,432.1666995
12.82,46.18,1018.53,88.46,466.06
21.14,58.05,1012.98,87.27,448.0333005
4.93,38.44,1015.65,71.47,485.01
26.25,66.56,1008.29,60.65,436.3
14.95,42.74,1027.66,66.71,466.0166995
21.46,50.59,1016.75,67.14,455.3766995
14.35,49.83,1006.39,91.23,464.2466995
14.18,53.82,1016.9,64.57,463.5433005
16.03,41.23,996.35,82.04,466.3766995
29.54,74.99,1005,69.69,434.6466995
25.26,65.61,1014.43,58.35,445.6333005
12.33,37.73,1022.46,59.3,468.4033005
24.67,61.5,1009.06,72.77,437.37
20.45,48.41,1010.81,86.7,446.3966995
20.39,64.15,1021.31,62.35,455.6633005
27.57,69.84,1004.91,68.37,426.6
16.58,46.18,1010.4,96.29,465.2166995
25.18,69.23,1013.26,57.45,440.4266995
21.27,57.5,1014.53,80.76,453.34
22.93,51.19,1009.3,82.8,441.8633005
15.09,44.34,1019.46,60.49,468.8
15.49,40.89,1007.16,82.16,463.6633005
27.66,69.75,1009.71,84.27,439.18
21.99,58.96,1014.09,61.3,451.6733005
28.57,62.26,1010.75,62.12,439.1166995
14.87,41.76,1022.26,78.21,466.5466995
7.14,41.22,1016.6,97.09,435.58
24.94,63.94,1012.72,73.71,438.55
10.17,41.17,1018.58,87.72,479.7466995
25.18,56.89,1012.26,64.46,444.1266995
22.75,58.79,1011.44,84.47,447.3766995
26.33,61.41,1011.9,52.1,452.79
13,39.85,1012.57,61.56,477.71
22.2,51.19,1009.2,82.95,445.54
20.05,42.48,1012.29,85.09,458.7166995
15.85,42.28,1007.4,82.12,467.3
27.95,77.54,1010.12,78.97,436.4066995
27.22,66.48,1004.59,52.66,434.3533005
14.19,39.52,1018.34,77.25,467.14
18.97,43.43,1012.72,75.69,453.2
13.45,41.49,1020.19,88.72,469.0066995
18.39,67.71,1003.77,92.48,442.9233005
31.67,69.68,1012.38,46.52,441.4266995
27.25,73.03,1014.15,68.52,441.4866995
26.48,69.14,1009.31,84.11,435.76
17.19,58.86,1016.74,85.97,450.1633005
34.14,74.34,1000.19,43.56,435.9366995
32.74,68.31,1010.23,41.29,441.66
10.91,37.92,1008.66,66.53,473.72
16.69,43.52,1021.78,80.87,458.8033005
14.41,46.18,1016.25,88.88,462.49
22.18,69.05,1002.75,70.84,440.4333005
11.25,40.67,1011.64,63.54,482.1966995
28.14,65.34,1014.44,46.17,443.11
5.78,45.87,1012.65,88.8,484.9766995
19.65,44.89,1009.76,75.36,453.0566995
15.56,40.12,1013.72,89.78,462.9166995
25.88,63.47,1011.95,65.87,445.6466995
15.45,46.63,1012.6,85.47,466.0766995
29.77,69.48,1009.8,52.6,434.3966995
20.74,58.12,1015.43,77.88,449.91
11.36,40.75,1016.34,85.19,477.5
31.11,75.33,1002.32,64.25,431.6633005
25.15,71.14,1011.68,70.33,436.6966995
12.7,39.72,1017.89,62.97,467.77
10.76,44.58,1016.41,79.24,485.2466995
30.39,70.98,1007.55,72.76,435.48
11.43,41.16,1022.81,92.04,466.86
20.25,57.76,1016.28,77.76,454.3666995
10.5,52.72,1026.32,85.04,468.01
13.58,39.28,1016.17,79.17,470.4633005
15.12,43.79,1016.37,75.62,468.4033005
21.61,41.54,1014.5,75.62,456.7633005
28.75,77.24,1008.92,77.17,431.3233005
21.2,59.39,1014.04,85.06,442.8633005
23.19,60.75,1008.33,82,441.1366995
23.3,48.78,1018.17,75.36,442.7866995
19.6,60.95,1015.4,84.26,456.06
22.16,65.48,1017.22,70.51,446
23.56,60.77,1017.93,76.34,444.8366995
29.01,66.44,1011.21,71.56,430.61
14.86,37.85,1010.58,86.8,469.4166995
14.54,39.39,1013.87,76.39,468.5233005
32.32,76.09,1006.63,62.96,430.8233005
23.55,65.94,1011.76,58.44,442.2733005
25.34,69.48,1008.4,74.79,435.5166995
31.76,66.54,1003.02,49.64,431.8866995
21.65,56.89,1013.13,66.07,444.2233005
26.01,61.47,1009.54,75.01,435.78
25.82,61.08,1013.64,66.4,446.7533005
29.76,57.19,1008.59,51.1,437.9166995
18.43,44.63,1019.76,39.99,460.4566995
23.69,73.67,1007.19,86.73,439.2766995
31.01,71.37,1003.4,55.06,432.5266995
11.41,40.62,1015.56,57.62,466.83
20.77,43.77,1010.76,63.12,451.7533005
11.74,40.71,1020.64,82.15,471.7566995
19.95,50.66,1013.21,81.98,460.4266995
31.46,66.54,1002.86,53.75,427.76
10.31,38.18,1018.02,70.1,478.0166995
27.03,71.14,1010.33,66.25,430.41
11.36,41.48,1012.8,76.16,465.37
17.01,50.59,1015.8,80.95,465.1066995
10.6,41.46,1021.23,89.02,479.5933005
8.27,35.76,1020.11,75.25,482.5066995
27.58,71.97,1008.51,87.99,430.53
12.24,49.83,1007.9,94.28,468.5366995
28.54,58.33,1013.9,49.4,439.28
22.56,48.92,1010.7,51.63,443.3633005
10.02,39.82,1012.86,89.47,480.7633005
9.78,52.75,1022.97,78.31,469.58
9.42,41.4,1029.21,86.4,474.75
25.59,61.5,1009.12,68,439.14
18.6,43.56,1013.9,51.16,466.3766995
19.58,50.12,1009.82,100.1,447.7333005
27.76,44.89,1009.4,50.15,441.1233005
29.08,52.84,1006.14,40.09,439.9466995
20.84,51.19,1008.63,84.11,448.98
10.9,41.46,1016.66,86.2,477.7433005
11.72,40.55,1021.54,85.13,469.0933005
28.01,64.69,1007.61,58.45,441.9366995
26.44,71.73,1009.52,81.75,430.55
13.55,40.1,1014.57,81.48,469.57
11.67,41.93,1019.81,82.58,474.3933005
13.2,41.78,1010.49,64.96,468.58
24.98,60.32,1016.39,63.12,448.1666995
28.06,68.24,1010.27,69.72,427.7633005
23.84,49.21,1013.6,47.63,447.03
18.89,67.71,1003.92,86.12,441.8333005
17,49.78,1005.32,100.1,455.4766995
27.34,71.29,1008.32,56.51,433.2333005
30.65,65.18,1012.51,42.32,438.4966995
19.35,64.15,1021.37,68.53,456.0333005
30.04,68.08,1011.04,51.01,427.8133005
23.23,71.77,1005.01,88.1,434.5066995
27.06,72.58,1009.24,90.31,430.8866995
22.29,61.27,1019.05,58.23,451.5166995
27.38,74.16,1010.08,78.61,436.65
13.45,45.87,1008.73,87.06,466.5866995
20.95,70.72,1009.96,87.73,443.9533005
16.58,37.64,1015.23,81.59,462.1866995
29.22,60.23,1009.73,61.5,436.32
23.82,73.67,1007.26,88.16,436.7133005
28.3,59.27,1010.92,61.83,443.4833005
31.87,68.67,1005.64,48.85,435.66
29.72,77.95,1014.9,72.73,436.6966995
7.74,42.49,1009.07,90.11,479.9833005
18.34,65.94,1013.27,85.42,451.29
19.74,67.71,1007.68,64.02,446.1
11.68,40.55,1006.48,96.16,476.5066995
13.92,41.16,1003.83,88.69,463.6233005
13.92,43.41,1015.12,61.64,466.4666995
30.21,71.32,1006.19,67.57,434.91
20.34,59.8,1015.18,80.21,453.54
14.01,42.74,1029.16,68.31,467.8566995
19.09,44.63,1019.91,39.32,459.6533005
7.64,43.79,1016.17,84.45,484.3033005
24.06,58.98,1010.66,81.16,445.4566995
14.47,42.99,1009.78,91.15,470.7066995
31.94,69.98,1013.32,56.17,433.7366995
15.63,37.87,1020.4,74.77,465.28
18.22,45.09,1013.62,75.56,454.74
17.74,44.2,1018.87,58.59,454.37
14.87,41.23,997.39,82.06,466.7166995
31.15,66.25,1008.89,61.08,437.55
20.99,67.07,1005.17,82.41,443.7266995
11.28,43.41,1017.91,81.03,471.42
14.44,42.32,1015.61,76.85,463.8366995
9.11,36.66,1026.47,74.79,480.74
15.96,41.66,1011.93,55.47,464.6833005
10.65,41.78,1013.66,70.04,474.27
27.94,49.16,1004.22,35.46,438.4566995
16.05,65.46,1013.92,87.99,455.2333005
26.24,70.36,1005.4,82.43,437.31
23.63,60.37,1005,81.66,442.4466995
16.38,55.5,1019.8,82.44,466.2866995
4.99,41.03,1022.33,83.11,494.8666995
11.62,43.48,1016.66,76.32,470.0766995
15.81,54.3,1017.8,68.45,463.3366995
14.66,40.89,1009.72,91.56,467.4366995
24.26,56.57,1013.86,70.35,441.1933005
16.96,44.9,1020.5,77.53,459.8066995
27.55,65.59,1011.6,63.99,440.53
22.5,58.79,1017.48,73.02,441.6433005
19.83,63.94,1019.81,75.05,449.7366995
16.88,43.67,1011.43,73.98,465.5166995
9.5,37.36,1015.13,63.41,478.8
25.31,49.82,1014.62,62.15,453.05
25.72,49.82,1016.19,60.1,450.6233005
25.65,69.23,1012.55,62.02,435.25
28.26,63.13,1012,68.35,438.8733005
21.3,41.1,1001.86,42.75,456.8366995
23,60.27,1018.72,84.25,443.7066995
26.45,64.27,1013.23,60.92,446.6066995
23.95,60.37,1004.96,79.48,440.9
28.53,66.51,1015.9,40.68,436.16
22.68,59.54,1004.32,95.44,437.96
26.93,59.54,1004.02,75.5,437.58
19.3,56.65,1020.55,70.43,460.8066995
3.74,35.19,1018.58,98.84,488.7933005
32.41,72.86,1003.69,58.04,432.75
13.07,45.51,1015.22,78.65,460.14
17.92,44.2,1018.97,53.8,453.6633005
31.25,73.5,1010.81,45.2,430.5433005
9.99,42.07,1018.78,85.68,469.8933005
17.94,63.07,1012.42,94.35,454.9933005
28.71,70.32,1011.78,76.53,435.95
6.67,39.37,1019.99,75.61,485.1333005
28.88,63.76,1010.16,56.34,433.8333005
14.49,42.86,1013.94,88.2,468.4
29.47,65.51,1014.71,58.28,444.8
27.21,68.12,1012.96,54.69,435.2
15.33,52.05,1014.15,80.56,454.5266995
15.65,39.59,1012.8,87.63,463.6466995
23.46,57.85,1012.7,65.54,442.9533005
13.94,41.58,1020.76,68.22,464.7766995
26.92,78.92,1011.65,96.22,436.3466995
22.79,68.63,1012.99,55.78,446.16
17.46,42.42,1008.97,69.19,469.63
14.77,44.9,1020.5,84.31,465.23
18.15,41.23,993.82,61.21,456.32
27.05,67.79,1010.99,71.37,443.89
20.51,42.23,1013.25,71.83,463.4866995
6.99,35.19,1019.32,68.95,480.05
9.32,37.73,1022.14,79.49,476.2033005
19.05,55.5,1020.25,75.76,457.5
19.69,56.65,1020.86,73.41,453.6133005
13.68,41.7,1019.19,84.07,464.46
20.21,69.94,1009.33,83.96,448.7666995
7.61,44.71,1019.41,70.48,487.0666995
19.45,41.1,1001.88,52.16,456.5533005
18.93,67.71,1005.04,82.4,442.8433005
22.44,63.86,1020,64.83,449.0066995
32.37,68.67,1005.45,47.98,432.0566995
15.5,49.25,1021.41,77.92,453.99
15.97,45.01,1016.58,83.24,455.2033005
7.98,43.52,1022.45,97.68,483.6366995
8.36,40.71,1026.34,82.76,486.0833005
30.74,79.05,1005.78,73.19,430.69
14.2,40.92,1022.26,71.71,460.42
15.54,39.31,1009.69,71.19,462.7666995
17.3,42.24,1017.07,64.52,467.5033005
19.53,50.32,1009.71,94.46,451.2966995
11.01,43.69,1016.7,81.48,477.3
23.5,54.42,1012.31,68.29,455.38
19.79,44.9,1008.66,72.68,453.8833005
9.59,38.56,1017.52,61.89,479.3433005
32.44,77.95,1014.83,50.69,433.2633005
21.84,64.69,1007.57,77.34,451.9566995
23.5,50.23,1017.51,75.15,455.8033005
28.84,74.67,1016.52,67.43,430.6866995
19.41,64.45,1009.44,64.05,452.55
16.38,45.64,1020.47,89.28,462.58
14.43,35.85,1021.99,78.25,466.3066995
29.32,63.77,1013.24,55.1,438.09
10.51,44.78,1012.59,85.29,473.0633005
11.62,39.72,1018.4,68.06,471.56
19.73,69.51,1013.14,61.84,450.99
12.76,43.7,1015.13,65.34,474.0233005
27.01,52.3,1007.78,60.38,441.2166995
14.09,44.47,1029.08,72.36,468.2366995
30.02,73.5,1010.52,44.91,431.5466995
27.94,63.07,1010.75,38.57,442.7066995
25.98,60.95,1014.5,48.01,444.6066995
15.09,43.13,1015.71,54.36,468.5766995
16.36,43.99,1021.34,85.13,465.81
28.71,51.43,1006.4,64.79,438.4633005
20.88,59.8,1015.66,75.34,451.4733005
23.28,68.28,1000.79,81.35,440.3333005
20.36,56.53,1020.25,72.96,457.0466995
24.48,50.23,1017.03,66.89,454.3133005
12.24,40.66,1017.4,96.22,462.9933005
5.11,39.4,1012.16,92.14,488.56
13.97,40.24,1018.32,88.72,469.6366995
11.48,41.14,1027.67,90.5,462.3633005
17.67,43.7,1015.26,58.76,466.7666995
24.16,48.98,1015.19,42.55,459.27
26.31,52.09,1013.39,53.59,445.3333005
17.2,58.49,1012.06,92.01,460.2066995
20.41,48.06,1012.62,76.21,449.5533005
11.29,41.5,1013.39,89.15,474.3333005
13.78,39.85,1012.7,71.99,476.6066995
10.16,41.79,1021.35,52.4,474.4566995
22.91,66.44,1011.23,63.43,444.48
8.47,41.26,1020.57,91.28,475.4333005
23.82,64.15,1020.96,60.11,447.37
18.56,67.71,1004.77,85.28,443.1933005
21.32,59.8,1016.26,76.26,450.9933005
24.32,66.25,1009.09,91.89,443.2233005
7.49,39.81,1019.03,87.29,483.59
12.81,44.34,1015.55,90.37,472.3233005
25.34,49.5,1013.25,50.8,458.8266995
20.12,45.09,1013.73,57.78,446.6433005
13.48,40.35,1011.71,69.44,473.0133005
17.1,49.69,1005.53,81.82,455.6133005
15.33,36.71,1013.99,73.89,466.6533005
16.18,41.66,1010.01,65.62,465.82
23.36,74.93,1016.57,71.91,442.0733005
26.81,61.47,1009.68,68.34,445.3666995
20,39.53,1007.59,62.09,454.5733005
12.04,40.78,1025.21,85.97,461.8033005
11.93,41.38,1021.76,57.63,475.5866995
17.34,45.01,1013.22,77.71,457.3033005
19.72,46.21,1010.54,77.74,447.6233005
20.21,58.12,1015.36,79.18,453.19
28.8,74.9,1003.48,75.01,432.3033005
15.61,41.2,1016.12,75.28,466.1033005
8.53,40.77,1009.85,90.95,482.7366995
22.39,58.18,1008.52,87.48,448.37
23.86,73.5,1011.34,87.32,440.3266995
13.51,40.89,1011.03,84.83,473.6966995
23.28,60.84,1017.91,67.5,444.13
23.06,63.9,1013.54,65.28,447.36
14.65,44.84,1023.39,87.76,467.18
21.49,68.28,1004.68,80.64,438
24.6,49.3,1003.72,72.26,437.7533005
14.12,42.99,1007.13,78.16,470.1566995
23.47,59.22,1013.44,83.33,440.4233005
26.09,70.4,1007.41,85.37,432.52
6.79,39.37,1019.79,72.39,489.0066995
12.71,41.39,1019.3,74.2,476.8366995
13.67,54.3,1015.92,75.42,466.1633005
22.63,45.61,1014.14,73.06,457.88
31.16,69.88,1007.01,68.28,431.5333005
16.59,41.79,1006.67,73.9,453.7133005
27.08,66.05,1017.91,59.1,439.4533005
11.24,42.34,1021.3,95.19,467.5933005
17.33,41.35,999.51,68.36,462.1666995
20.73,69.94,1009.9,82.12,445.91
12.24,44.9,1020.31,82.22,465.9566995
29.89,64.69,1006.37,58.78,435.39
16.97,42.86,1013.92,74.8,465.3266995
18.6,60.1,1009.91,87.13,453.94
8.02,40.23,1017.42,90.26,482.5133005
19.39,43.14,1012.75,44.21,462.8433005
14.69,49.64,1023.43,78.17,432.4133005
18.4,44.92,1024.88,64.89,458.36
15.63,43.02,1012.57,40.32,466.69
14.58,42.07,1017.9,86.14,460.66
27.21,64.05,1010.08,76.69,442.37
22.78,58.96,1013.65,57.06,453.7366995
10.35,38.38,1020.77,74.55,476.0533005
18.7,66.51,1015.14,79.23,460.4366995
23.38,52.84,1005.27,82.98,438.5733005
29.52,75.33,1002.62,70.64,435.0966995
33.94,74.67,1015.94,28.16,426.2733005
16.2,38.73,1002.14,75.03,467.89
24.54,66.49,1011.1,69.14,437.38
29.09,75.33,1001.61,71.06,433.29
14.79,39.54,1007.25,82.54,469.23
8.07,41.01,1023.26,97.5,472.3833005
21.38,65.12,1015.73,68.02,450.2066995
28.5,72.99,1007.02,67.13,433.24
24.62,72.43,1007.97,84.36,438.5966995
6.9,44.71,1019.7,71.21,486.3
15.34,71.14,1019.79,77.56,458.8066995
18,53.16,1013.02,82.47,457.3966995
24.98,58.98,1010.34,78.56,439.6233005
24.43,65.18,1012.57,77.83,438.9666995
14.13,48.92,1011.72,78.06,462.4633005
21.23,57.32,1010.99,75.17,443.87
34.6,64.96,1003.3,34.32,429.3566995
7.29,39.37,1019.24,73.46,478.19
29.93,69.48,1009.21,54.59,430.75
30.95,73.06,1008.86,74.86,431.77
22.8,73.17,1011.87,91.57,439.6866995
32.34,74.99,1002.77,42.83,433.07
20.28,68.63,1012.42,70.31,454.36
19.6,59.21,1017.65,86.29,450.9366995
17.83,66.86,1011.65,77.31,458.2666995
26.88,60.96,1012.1,57.9,448.4766995
10.22,39.16,1015.71,96.2,478.45
25.96,60.32,1016.17,55.51,445.1466995
13.78,43.22,1011.31,69.7,463.71
23.67,63.86,1019.67,57.95,443.4366995
5.53,35.79,1011.19,94.01,484.64
12.26,41.5,1014.87,89.41,472.8366995
23.96,60.95,1015.01,65.24,446.4
28.17,63.13,1012.44,66.61,438.2333005
18.85,41.1,1001.95,61.75,464.1066995
18.42,63.94,1020.47,74.47,448.8433005
24.34,66.05,1019.26,74.58,440.67
26.98,74.78,1009.77,69.54,442.28
28.62,69.98,1013.3,68.53,433.8166995
9.53,40.62,1015.57,75.49,469.9
15.02,41.48,1015.19,58.69,454.3333005
34.35,77.17,1009.26,59.33,435.9433005
9.27,40.22,1008.1,89.24,482.9366995
22.96,70.79,1005.68,93.93,436.1766995
13.5,45.51,1015.33,86.95,469.08
34.15,68.51,1010.75,37.02,430.19
8.64,38.56,1016.51,66.03,484.45
23.2,48.41,1008.64,80.92,446.3966995
31.4,66.54,1003.55,57.73,425.91
17.89,44.6,1014.48,42.51,462.2833005
10.72,41.17,1019.68,60.71,480.9166995
8.52,38.5,1013.16,64.06,481.2533005
8.99,41.26,1020.52,91.96,476.09
26.43,75.33,1004.09,86.48,431.79
12.06,48.04,1010.01,100.13,465.63
12.21,40.64,1020.31,83.84,464.03
25.38,62.96,1019.98,56.88,443.1233005
30.19,68.08,1010.95,50.34,429.5433005
24,75.23,1010.69,72.46,443.78
7.95,37.49,1009.32,80.8,479.78
23.68,59.27,1010.75,83.82,438.7333005
14,43.34,1016.37,85.51,462.2833005
11.18,39.61,1018.56,68,467.0433005
18.19,66.54,1012.9,86.05,447.5133005
32.2,69.68,1012.12,42.47,435.6433005
24.04,72.43,1008.02,87.2,441.0966995
30.74,71.77,1006.24,53.38,434.89
24.48,69.45,1013.86,62.39,435.74
